kalimat,kata,tf,idf,tfidf
tidak aman polisi,aman,1,3.7356235280063097,0.6765700245148863
tidak aman polisi,polisi,1,1.4843317293998146,0.2688317885941316
tidak aman polisi,tidak,1,3.7852204691456817,0.6855526758529983
marah,marah,1,5.560172820057356,1.0
serius kerja itu rakyat sari untung,itu,1,7.169610732491456,0.49775746724502806
serius kerja itu rakyat sari untung,kerja,1,4.199196266921755,0.2915334425083085
serius kerja itu rakyat sari untung,rakyat,1,2.96491811310049,0.20584243491458845
serius kerja itu rakyat sari untung,sari,1,6.764145624383292,0.4696076425476393
serius kerja itu rakyat sari untung,serius,1,6.476463551931511,0.44963502407527794
serius kerja itu rakyat sari untung,untung,1,6.476463551931511,0.44963502407527794
adil wujud polisi transparansi,adil,1,3.25758772706331,0.3362383632944464
adil wujud polisi transparansi,polisi,1,1.4843317293998146,0.1532082366141936
adil wujud polisi transparansi,transparansi,1,6.2533200006173,0.6454487978009025
adil wujud polisi transparansi,wujud,1,6.476463551931511,0.6684810010015324
takut lapor polisi khawatir adil,adil,1,3.25758772706331,0.3677020724220627
takut lapor polisi khawatir adil,khawatir,1,6.2533200006173,0.7058470611989228
takut lapor polisi khawatir adil,lapor,1,4.056095423281081,0.4578340840038141
takut lapor polisi khawatir adil,polisi,1,1.4843317293998146,0.1675447904373594
takut lapor polisi khawatir adil,takut,1,3.1806266859271815,0.35901505101465303
polisi aman,aman,1,3.7356235280063097,0.9293250335769828
polisi aman,polisi,1,1.4843317293998146,0.3692627546438169
polisi suai tugas fungsi,fungsi,1,6.764145624383292,0.7233378795724942
polisi suai tugas fungsi,polisi,1,1.4843317293998146,0.15873007846783685
polisi suai tugas fungsi,suai,1,4.918318933884961,0.5259505909915941
polisi suai tugas fungsi,tugas,1,3.911514194469974,0.4182858472393672
jadi tidak masuk akal bikin takut,bikin,1,4.428770708566255,0.4048353520527374
jadi tidak masuk akal bikin takut,jadi,1,5.464862640253031,0.4995448481014065
jadi tidak masuk akal bikin takut,masuk,1,6.764145624383292,0.6183127227351304
jadi tidak masuk akal bikin takut,takut,1,3.1806266859271815,0.2907421063039211
jadi tidak masuk akal bikin takut,tidak,1,3.7852204691456817,0.3460082180953341
polisi lambat tindak nyawa taruh,lambat,1,6.764145624383292,0.6229171023409519
polisi lambat tindak nyawa taruh,nyawa,1,7.169610732491456,0.660256799660985
polisi lambat tindak nyawa taruh,polisi,1,1.4843317293998146,0.1366936300805568
polisi lambat tindak nyawa taruh,tindak,1,4.307409851561987,0.3966737873971326
ngeri aparat buat konsekuensi,aparat,1,4.86702563949741,0.48299799404090815
ngeri aparat buat konsekuensi,buat,1,6.764145624383292,0.67126598665609
ngeri aparat buat konsekuensi,ngeri,1,5.665533335715182,0.5622409740592418
dukung wujud terima kasih baik polisi,baik,1,5.029544568995185,0.4618475685740002
dukung wujud terima kasih baik polisi,dukung,1,5.09016919081162,0.4674145406521963
dukung wujud terima kasih baik polisi,kasih,1,3.385421098573195,0.31087278013474695
dukung wujud terima kasih baik polisi,polisi,1,1.4843317293998146,0.13630160559796037
dukung wujud terima kasih baik polisi,terima,1,3.4319411142080876,0.31514456972051696
dukung wujud terima kasih baik polisi,wujud,1,6.476463551931511,0.5947136770308566
tugas utama polisi jaga tertib lindung warga,jaga,1,4.279238974595291,0.3383395878218175
tugas utama polisi jaga tertib lindung warga,lindung,1,4.0126103113413425,0.3172584954681578
tugas utama polisi jaga tertib lindung warga,polisi,1,1.4843317293998146,0.11735922870806137
tugas utama polisi jaga tertib lindung warga,tertib,1,5.223700583436143,0.4130137888528468
tugas utama polisi jaga tertib lindung warga,tugas,1,3.911514194469974,0.30926529417332244
tugas utama polisi jaga tertib lindung warga,utama,1,5.916847763996088,0.4678177230950765
tugas utama polisi jaga tertib lindung warga,warga,1,6.764145624383292,0.5348096369721991
polisi hati nurani,hati,1,4.604661375029919,0.5824013851853245
polisi hati nurani,nurani,1,6.2533200006173,0.7909250938877012
polisi hati nurani,polisi,1,1.4843317293998146,0.187739506745241
kecewa banget polisi,banget,1,4.566921047047073,0.7196174335745397
kecewa banget polisi,kecewa,1,4.149185846347093,0.6537941951290588
kecewa banget polisi,polisi,1,1.4843317293998146,0.23388864810233775
polisi cepat keren,cepat,1,4.86702563949741,0.5909276188207048
polisi cepat keren,keren,1,6.476463551931511,0.7863367626551433
polisi cepat keren,polisi,1,1.4843317293998146,0.18021943572190174
sosialisasi atur hukum masyarakat cegah langgar,atur,1,5.223700583436143,0.38604285112382586
sosialisasi atur hukum masyarakat cegah langgar,cegah,1,6.476463551931511,0.47862476320236513
sosialisasi atur hukum masyarakat cegah langgar,hukum,1,3.1265594646569057,0.23105955455631816
sosialisasi atur hukum masyarakat cegah langgar,langgar,1,6.476463551931511,0.47862476320236513
sosialisasi atur hukum masyarakat cegah langgar,masyarakat,1,3.2777904343808295,0.24223585262278222
sosialisasi atur hukum masyarakat cegah langgar,sosialisasi,1,7.169610732491456,0.5298498496248695
sih tidak malu ragam,malu,1,6.476463551931511,0.5922451127861671
sih tidak malu ragam,ragam,1,5.783316371371566,0.5288597440835656
sih tidak malu ragam,sih,1,5.464862640253031,0.4997385015426076
